arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,14,0.782,0.218,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,15,0.779333,0.220667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,16,0.882,0.118,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,17,0.769667,0.230333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,18,0.817667,0.182333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,19,0.884333,0.115667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,4,16,20,20,0.736667,0.263333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,1,0.674,0.326,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,2,0.775333,0.224667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,3,0.779333,0.220667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,4,0.726333,0.273667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,5,0.813333,0.186667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,6,0.714333,0.285667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,7,0.775,0.225,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,8,0.797667,0.202333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,9,0.83,0.17,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,10,0.785333,0.214667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,11,0.724,0.276,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,12,0.853333,0.146667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,13,0.840333,0.159667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,14,0.816333,0.183667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,15,0.854,0.146,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,16,0.813,0.187,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,17,0.732667,0.267333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,18,0.799667,0.200333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,19,0.773,0.227,0,0
smallcnn,2,pbs,undefended,1.0,0.5,4,16,20,20,0.822667,0.177333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,1,0.761333,0.238667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,2,0.802,0.198,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,3,0.779333,0.220667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,4,0.787667,0.212333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,5,0.802,0.198,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,6,0.819667,0.180333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,7,0.799667,0.200333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,8,0.78,0.22,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,9,0.839667,0.160333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,10,0.79,0.21,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,11,0.806667,0.193333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,12,0.81,0.19,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,13,0.848333,0.151667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,14,0.776333,0.223667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,15,0.786667,0.213333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,16,0.870333,0.129667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,17,0.820667,0.179333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,18,0.89,0.11,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,19,0.79,0.21,0,0
smallcnn,3,pbs,undefended,1.0,0.5,4,16,20,20,0.851667,0.148333,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,1,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,2,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,3,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,4,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,5,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,6,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,7,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,8,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,9,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,10,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,11,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,12,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,13,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,14,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,15,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,16,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,17,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,18,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,19,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,4,16,20,20,0.905333,0.094667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,1,0.767667,0.232333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,2,0.891667,0.108333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,3,0.793,0.207,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,4,0.850667,0.149333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,5,0.788667,0.211333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,6,0.733333,0.266667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,7,0.793,0.207,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,8,0.787,0.213,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,9,0.792333,0.207667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,10,0.824667,0.175333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,11,0.835333,0.164667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,12,0.788667,0.211333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,13,0.785667,0.214333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,14,0.771667,0.228333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,15,0.838333,0.161667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,16,0.768667,0.231333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,17,0.748333,0.251667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,18,0.863333,0.136667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,19,0.753667,0.246333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,4,16,20,20,0.857667,0.142333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,1,0.781667,0.218333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,2,0.882333,0.117667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,3,0.85,0.15,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,4,0.906333,0.093667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,5,0.847333,0.152667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,6,0.721,0.279,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,7,0.852333,0.147667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,8,0.711333,0.288667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,9,0.817333,0.182667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,10,0.707333,0.292667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,11,0.851333,0.148667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,12,0.715667,0.284333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,13,0.895333,0.104667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,14,0.902667,0.097333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,15,0.901667,0.098333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,16,0.856333,0.143667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,17,0.829333,0.170667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,18,0.822667,0.177333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,19,0.800667,0.199333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,4,16,20,20,0.773333,0.226667,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,1,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,2,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,3,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,4,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,5,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,6,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,7,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,8,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,9,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,10,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,11,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,12,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,13,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,14,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,15,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,16,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,17,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,18,0.892,0.108,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,19,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,4,16,20,20,0.892,0.108,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,1,0.853333,0.146667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,2,0.862333,0.137667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,3,0.888667,0.111333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,4,0.878,0.122,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,5,0.858333,0.141667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,6,0.834667,0.165333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,7,0.872,0.128,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,8,0.830667,0.169333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,9,0.871,0.129,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,10,0.860667,0.139333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,11,0.847,0.153,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,12,0.880333,0.119667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,13,0.877667,0.122333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,14,0.862333,0.137667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,15,0.832,0.168,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,16,0.874333,0.125667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,17,0.846333,0.153667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,18,0.831,0.169,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,19,0.839333,0.160667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,4,16,20,20,0.889333,0.110667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,1,0.732667,0.267333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,2,0.760333,0.239667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,3,0.875,0.125,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,4,0.817333,0.182667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,5,0.829,0.171,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,6,0.789,0.211,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,7,0.774333,0.225667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,8,0.751,0.249,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,9,0.867667,0.132333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,10,0.755,0.245,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,11,0.859667,0.140333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,12,0.876667,0.123333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,13,0.737667,0.262333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,14,0.829333,0.170667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,15,0.747667,0.252333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,16,0.853,0.147,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,17,0.819667,0.180333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,18,0.828,0.172,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,19,0.825667,0.174333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,4,16,20,20,0.863667,0.136333,0,0
