arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,8,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,9,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,10,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,11,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,12,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,13,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,14,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,15,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,16,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,17,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,18,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,19,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,8,32,20,20,0.905333,0.094667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,1,0.755,0.245,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,2,0.866667,0.133333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,3,0.837333,0.162667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,4,0.867333,0.132667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,5,0.817667,0.182333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,6,0.825333,0.174667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,7,0.799333,0.200667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,8,0.818667,0.181333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,9,0.806333,0.193667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,10,0.844667,0.155333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,11,0.749,0.251,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,12,0.825333,0.174667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,13,0.842,0.158,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,14,0.774333,0.225667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,15,0.883333,0.116667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,16,0.772,0.228,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,17,0.833,0.167,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,18,0.856333,0.143667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,19,0.795,0.205,0,0
smallcnn,5,pbs,undefended,1.0,0.5,8,32,20,20,0.841333,0.158667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,1,0.827,0.173,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,2,0.898667,0.101333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,3,0.804,0.196,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,4,0.831667,0.168333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,5,0.846667,0.153333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,6,0.841333,0.158667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,7,0.902333,0.097667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,8,0.837667,0.162333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,9,0.846667,0.153333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,10,0.847,0.153,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,11,0.847667,0.152333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,12,0.851333,0.148667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,13,0.825333,0.174667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,14,0.852667,0.147333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,15,0.884667,0.115333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,16,0.885333,0.114667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,17,0.844333,0.155667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,18,0.838667,0.161333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,19,0.798667,0.201333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,8,32,20,20,0.861667,0.138333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,1,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,2,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,3,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,4,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,5,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,6,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,7,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,8,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,9,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,10,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,11,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,12,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,13,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,14,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,15,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,16,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,17,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,18,0.905,0.095,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,19,0.899,0.101,0,0
smallcnn,7,pbs,undefended,1.0,0.5,8,32,20,20,0.905,0.095,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,1,0.827667,0.172333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,2,0.889333,0.110667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,3,0.828667,0.171333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,4,0.861667,0.138333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,5,0.880667,0.119333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,6,0.875333,0.124667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,7,0.877333,0.122667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,8,0.887,0.113,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,9,0.876667,0.123333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,10,0.887,0.113,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,11,0.872667,0.127333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,12,0.893,0.107,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,13,0.841,0.159,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,14,0.885,0.115,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,15,0.863,0.137,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,16,0.856667,0.143333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,17,0.876,0.124,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,18,0.843,0.157,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,19,0.869667,0.130333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,8,32,20,20,0.875333,0.124667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,1,0.677333,0.322667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,2,0.719667,0.280333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,3,0.758,0.242,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,4,0.881667,0.118333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,5,0.865667,0.134333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,6,0.792333,0.207667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,7,0.876,0.124,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,8,0.839667,0.160333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,9,0.834667,0.165333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,10,0.820667,0.179333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,11,0.851667,0.148333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,12,0.862667,0.137333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,13,0.826,0.174,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,14,0.835667,0.164333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,15,0.871333,0.128667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,16,0.84,0.16,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,17,0.799667,0.200333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,18,0.833,0.167,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,19,0.861333,0.138667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,8,32,20,20,0.877333,0.122667,0,0
