arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
resnet20,1,random,undefended,1.0,0.5,8,32,20,4,0.683,0.317,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,5,0.815,0.185,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,6,0.815333,0.184667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,7,0.720667,0.279333,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,8,0.788333,0.211667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,9,0.718,0.282,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,10,0.776667,0.223333,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,11,0.704667,0.295333,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,12,0.66,0.34,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,13,0.695333,0.304667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,14,0.761333,0.238667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,15,0.796,0.204,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,16,0.795333,0.204667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,17,0.800667,0.199333,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,18,0.837333,0.162667,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,19,0.862667,0.137333,0,0
resnet20,1,random,undefended,1.0,0.5,8,32,20,20,0.861667,0.138333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,1,0.209667,0.790333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,2,0.237,0.763,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,3,0.527,0.473,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,4,0.543667,0.456333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,5,0.624,0.376,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,6,0.605667,0.394333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,7,0.594,0.406,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,8,0.623667,0.376333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,9,0.638333,0.361667,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,10,0.685,0.315,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,11,0.675,0.325,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,12,0.710333,0.289667,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,13,0.726667,0.273333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,14,0.770667,0.229333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,15,0.788,0.212,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,16,0.863667,0.136333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,17,0.857,0.143,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,18,0.858,0.142,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,19,0.860667,0.139333,0,0
resnet20,2,random,undefended,1.0,0.5,8,32,20,20,0.861333,0.138667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,1,0.262333,0.737667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,2,0.274667,0.725333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,3,0.428333,0.571667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,4,0.508667,0.491333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,5,0.609,0.391,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,6,0.611,0.389,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,7,0.668,0.332,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,8,0.696667,0.303333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,9,0.687667,0.312333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,10,0.693,0.307,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,11,0.787,0.213,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,12,0.826,0.174,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,13,0.826,0.174,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,14,0.836333,0.163667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,15,0.888,0.112,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,16,0.897667,0.102333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,17,0.893333,0.106667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,18,0.876333,0.123667,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,19,0.895667,0.104333,0,0
resnet20,3,random,undefended,1.0,0.5,8,32,20,20,0.901667,0.098333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,1,0.292,0.708,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,2,0.332,0.668,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,3,0.413333,0.586667,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,4,0.420667,0.579333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,5,0.465,0.535,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,6,0.433,0.567,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,7,0.474667,0.525333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,8,0.599333,0.400667,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,9,0.510667,0.489333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,10,0.573333,0.426667,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,11,0.636667,0.363333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,12,0.721667,0.278333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,13,0.735,0.265,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,14,0.801667,0.198333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,15,0.840667,0.159333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,16,0.852,0.148,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,17,0.817333,0.182667,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,18,0.883,0.117,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,19,0.875667,0.124333,0,0
resnet20,4,random,undefended,1.0,0.5,8,32,20,20,0.898,0.102,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,1,0.309,0.691,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,2,0.376667,0.623333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,3,0.351333,0.648667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,4,0.421333,0.578667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,5,0.525333,0.474667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,6,0.567,0.433,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,7,0.603667,0.396333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,8,0.764,0.236,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,9,0.756333,0.243667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,10,0.770667,0.229333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,11,0.789,0.211,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,12,0.821333,0.178667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,13,0.82,0.18,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,14,0.875333,0.124667,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,15,0.923667,0.076333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,16,0.917667,0.082333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,17,0.906,0.094,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,18,0.907,0.093,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,19,0.905667,0.094333,0,0
resnet20,5,random,undefended,1.0,0.5,8,32,20,20,0.925333,0.074667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,1,0.399333,0.600667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,2,0.418333,0.581667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,3,0.671667,0.328333,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,4,0.682667,0.317333,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,5,0.728,0.272,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,6,0.68,0.32,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,7,0.774333,0.225667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,8,0.769333,0.230667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,9,0.778,0.222,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,10,0.767,0.233,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,11,0.840667,0.159333,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,12,0.862333,0.137667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,13,0.835,0.165,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,14,0.836333,0.163667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,15,0.888,0.112,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,16,0.909333,0.090667,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,17,0.912667,0.087333,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,18,0.904667,0.095333,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,19,0.899,0.101,0,0
resnet20,6,random,undefended,1.0,0.5,8,32,20,20,0.906667,0.093333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,1,0.259,0.741,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,2,0.314333,0.685667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,3,0.357333,0.642667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,4,0.363333,0.636667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,5,0.424333,0.575667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,6,0.436,0.564,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,7,0.506333,0.493667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,8,0.607333,0.392667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,9,0.617667,0.382333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,10,0.608667,0.391333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,11,0.613333,0.386667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,12,0.744667,0.255333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,13,0.794333,0.205667,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,14,0.784667,0.215333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,15,0.798667,0.201333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,16,0.813,0.187,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,17,0.799667,0.200333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,18,0.820667,0.179333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,19,0.835667,0.164333,0,0
resnet20,7,random,undefended,1.0,0.5,8,32,20,20,0.812667,0.187333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,1,0.220667,0.779333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,2,0.236,0.764,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,3,0.292,0.708,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,4,0.417,0.583,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,5,0.487,0.513,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,6,0.436,0.564,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,7,0.470667,0.529333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,8,0.521667,0.478333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,9,0.564333,0.435667,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,10,0.618667,0.381333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,11,0.647667,0.352333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,12,0.6,0.4,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,13,0.613667,0.386333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,14,0.759333,0.240667,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,15,0.814333,0.185667,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,16,0.806333,0.193667,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,17,0.848667,0.151333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,18,0.895333,0.104667,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,19,0.873667,0.126333,0,0
resnet20,8,random,undefended,1.0,0.5,8,32,20,20,0.881,0.119,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,1,0.242,0.758,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,2,0.236,0.764,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,3,0.350667,0.649333,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,4,0.347333,0.652667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,5,0.471667,0.528333,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,6,0.600333,0.399667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,7,0.718,0.282,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,8,0.739667,0.260333,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,9,0.766333,0.233667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,10,0.778,0.222,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,11,0.792333,0.207667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,12,0.770333,0.229667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,13,0.776,0.224,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,14,0.843333,0.156667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,15,0.852333,0.147667,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,16,0.894,0.106,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,17,0.878,0.122,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,18,0.877667,0.122333,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,19,0.879667,0.120333,0,0
resnet20,9,random,undefended,1.0,0.5,8,32,20,20,0.898333,0.101667,0,0
