arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,4,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,5,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,6,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,7,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,8,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,9,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,10,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,11,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,12,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,13,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,14,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,15,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,16,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,17,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,18,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,19,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,20,0.905333,0.094667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,1,0.690333,0.309667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,2,0.762333,0.237667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,3,0.849667,0.150333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,4,0.796,0.204,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,5,0.876667,0.123333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,6,0.830667,0.169333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,7,0.882667,0.117333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,8,0.883333,0.116667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,9,0.885667,0.114333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,10,0.842667,0.157333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,11,0.859,0.141,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,12,0.87,0.13,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,13,0.868,0.132,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,14,0.824667,0.175333,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,15,0.848,0.152,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,16,0.888,0.112,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,17,0.829,0.171,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,18,0.844333,0.155667,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,19,0.845,0.155,0,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,20,20,0.862333,0.137667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,1,0.834,0.166,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,2,0.899667,0.100333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,3,0.825,0.175,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,4,0.841,0.159,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,5,0.88,0.12,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,6,0.831,0.169,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,7,0.890333,0.109667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,8,0.876333,0.123667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,9,0.853333,0.146667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,10,0.895333,0.104667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,11,0.833333,0.166667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,12,0.869333,0.130667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,13,0.893667,0.106333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,14,0.900333,0.099667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,15,0.885333,0.114667,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,16,0.86,0.14,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,17,0.868667,0.131333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,18,0.89,0.11,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,19,0.838667,0.161333,0,0
smallcnn,6,pbs,undefended,1.0,0.5,16,64,20,20,0.861667,0.138333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,1,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,2,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,3,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,4,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,5,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,6,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,7,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,8,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,9,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,10,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,11,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,12,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,13,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,14,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,15,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,16,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,17,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,18,0.873,0.127,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,19,0.892667,0.107333,0,0
smallcnn,7,pbs,undefended,1.0,0.5,16,64,20,20,0.873,0.127,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,1,0.813,0.187,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,2,0.883333,0.116667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,3,0.866667,0.133333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,4,0.868,0.132,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,5,0.815667,0.184333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,6,0.886333,0.113667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,7,0.881,0.119,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,8,0.888333,0.111667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,9,0.854333,0.145667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,10,0.885333,0.114667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,11,0.888,0.112,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,12,0.84,0.16,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,13,0.844667,0.155333,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,14,0.902333,0.097667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,15,0.852,0.148,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,16,0.866333,0.133667,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,17,0.884,0.116,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,18,0.856,0.144,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,19,0.869,0.131,0,0
smallcnn,8,pbs,undefended,1.0,0.5,16,64,20,20,0.892333,0.107667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,1,0.679,0.321,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,2,0.781333,0.218667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,3,0.896,0.104,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,4,0.822667,0.177333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,5,0.868,0.132,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,6,0.813333,0.186667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,7,0.844667,0.155333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,8,0.898333,0.101667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,9,0.817333,0.182667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,10,0.832333,0.167667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,11,0.806,0.194,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,12,0.864333,0.135667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,13,0.841333,0.158667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,14,0.822333,0.177667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,15,0.880667,0.119333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,16,0.848667,0.151333,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,17,0.896,0.104,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,18,0.856333,0.143667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,19,0.859333,0.140667,0,0
smallcnn,9,pbs,undefended,1.0,0.5,16,64,20,20,0.853333,0.146667,0,0
