arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,step,asr,accuracy,blocked
smallcnn,4,pbs,undefended,1.0,0.5,4,32,1,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,2,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,3,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,4,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,5,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,6,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,7,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,8,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,9,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,10,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,11,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,12,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,13,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,14,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,15,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,16,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,17,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,18,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,19,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,4,32,20,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,1,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,2,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,3,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,4,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,5,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,6,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,7,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,8,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,9,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,10,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,11,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,12,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,13,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,14,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,15,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,16,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,17,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,18,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,19,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,4,32,20,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,1,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,2,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,3,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,4,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,5,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,6,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,7,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,8,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,9,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,10,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,11,0.0,0.88,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,12,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,13,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,14,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,15,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,16,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,17,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,18,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,19,7e-06,0.87883,0
smallcnn,6,pbs,undefended,1.0,0.5,4,32,20,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,1,0.0,0.88,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,2,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,3,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,4,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,5,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,6,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,7,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,8,0.0,0.88,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,9,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,10,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,11,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,12,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,13,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,14,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,15,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,16,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,17,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,18,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,19,7e-06,0.87883,0
smallcnn,7,pbs,undefended,1.0,0.5,4,32,20,7e-06,0.87883,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,1,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,2,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,3,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,4,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,5,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,6,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,7,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,8,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,9,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,10,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,11,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,12,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,13,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,14,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,15,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,16,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,17,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,18,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,19,0.0,0.88,0
smallcnn,8,pbs,undefended,1.0,0.5,4,32,20,0.0,0.88,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,1,0.0,0.88,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,2,0.0,0.88,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,3,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,4,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,5,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,6,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,7,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,8,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,9,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,10,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,11,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,12,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,13,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,14,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,15,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,16,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,17,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,18,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,19,7e-06,0.87883,0
smallcnn,9,pbs,undefended,1.0,0.5,4,32,20,7e-06,0.87883,0
