arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,6,0.899667,0.100333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,7,0.883667,0.116333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,8,0.887333,0.112667,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,9,0.881,0.119,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,10,0.897667,0.102333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,11,0.891,0.109,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,12,0.868333,0.131667,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,13,0.896,0.104,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,14,0.9,0.1,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,15,0.911667,0.088333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,16,0.9,0.1,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,17,0.911667,0.088333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,18,0.9,0.1,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,19,0.911667,0.088333,0,0
resnet20,4,pbs,undefended,1.0,0.5,8,32,20,20,0.9,0.1,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,1,0.903333,0.096667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,2,0.904333,0.095667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,3,0.888333,0.111667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,4,0.897,0.103,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,5,0.924,0.076,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,6,0.905,0.095,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,7,0.907667,0.092333,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,8,0.894333,0.105667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,9,0.915,0.085,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,10,0.905,0.095,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,11,0.899667,0.100333,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,12,0.889,0.111,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,13,0.909333,0.090667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,14,0.921333,0.078667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,15,0.892333,0.107667,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,16,0.92,0.08,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,17,0.910667,0.089333,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,18,0.888667,0.111333,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,19,0.913667,0.086333,0,0
resnet20,5,pbs,undefended,1.0,0.5,8,32,20,20,0.904,0.096,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,1,0.716667,0.283333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,2,0.718333,0.281667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,3,0.892,0.108,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,4,0.656667,0.343333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,5,0.892667,0.107333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,6,0.817667,0.182333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,7,0.901333,0.098667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,8,0.902667,0.097333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,9,0.901333,0.098667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,10,0.902667,0.097333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,11,0.890667,0.109333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,12,0.907333,0.092667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,13,0.857667,0.142333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,14,0.902667,0.097333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,15,0.903667,0.096333,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,16,0.921333,0.078667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,17,0.902,0.098,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,18,0.921333,0.078667,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,19,0.902,0.098,0,0
resnet20,6,pbs,undefended,1.0,0.5,8,32,20,20,0.921333,0.078667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,1,0.89,0.11,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,2,0.903333,0.096667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,3,0.902333,0.097667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,4,0.923,0.077,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,5,0.883,0.117,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,6,0.893333,0.106667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,7,0.91,0.09,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,8,0.918667,0.081333,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,9,0.905667,0.094333,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,10,0.915333,0.084667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,11,0.898,0.102,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,12,0.883,0.117,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,13,0.909,0.091,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,14,0.879333,0.120667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,15,0.918,0.082,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,16,0.898333,0.101667,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,17,0.897667,0.102333,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,18,0.890667,0.109333,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,19,0.908,0.092,0,0
resnet20,7,pbs,undefended,1.0,0.5,8,32,20,20,0.890667,0.109333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,1,0.875,0.125,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,2,0.897,0.103,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,3,0.9,0.1,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,4,0.883,0.117,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,5,0.900667,0.099333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,6,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,7,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,8,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,9,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,10,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,11,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,12,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,13,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,14,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,15,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,16,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,17,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,18,0.887667,0.112333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,19,0.893667,0.106333,0,0
resnet20,8,pbs,undefended,1.0,0.5,8,32,20,20,0.887667,0.112333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,1,0.879,0.121,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,2,0.888,0.112,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,3,0.551667,0.448333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,4,0.857333,0.142667,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,5,0.713667,0.286333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,6,0.833,0.167,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,7,0.833667,0.166333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,8,0.831,0.169,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,9,0.891667,0.108333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,10,0.879,0.121,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,11,0.9,0.1,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,12,0.852667,0.147333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,13,0.893667,0.106333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,14,0.905667,0.094333,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,15,0.892,0.108,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,16,0.839333,0.160667,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,17,0.892,0.108,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,18,0.839333,0.160667,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,19,0.892,0.108,0,0
resnet20,9,pbs,undefended,1.0,0.5,8,32,20,20,0.839333,0.160667,0,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,1,0.69,0.31,7,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,2,0.900667,0.099333,6,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,3,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,4,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,5,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,6,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,7,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,8,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,9,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,10,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,11,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,12,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,13,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,14,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,15,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,16,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,17,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,18,0.900667,0.099333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,19,0.878667,0.121333,5,0
resnet20,0,pbs,checksum,1.0,0.5,8,32,20,20,0.900667,0.099333,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,1,0.766,0.234,6,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,2,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,3,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,4,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,5,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,6,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,7,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,8,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,9,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,10,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,11,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,12,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,13,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,14,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,15,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,16,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,17,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,18,0.857333,0.142667,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,19,0.766,0.234,5,0
resnet20,1,pbs,checksum,1.0,0.5,8,32,20,20,0.857333,0.142667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,1,0.777333,0.222667,6,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,2,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,3,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,4,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,5,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,6,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,7,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,8,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,9,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,10,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,11,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,12,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,13,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,14,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,15,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,16,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,17,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,18,0.899,0.101,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,19,0.777333,0.222667,5,0
resnet20,2,pbs,checksum,1.0,0.5,8,32,20,20,0.899,0.101,5,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,1,0.786667,0.213333,7,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,2,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,3,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,4,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,5,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,6,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,7,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,8,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,9,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,10,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,11,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,12,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,13,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,14,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,15,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,16,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,17,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,18,0.757,0.243,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,19,0.902667,0.097333,4,0
resnet20,3,pbs,checksum,1.0,0.5,8,32,20,20,0.757,0.243,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,1,0.887333,0.112667,6,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,2,0.898333,0.101667,5,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,3,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,4,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,5,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,6,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,7,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,8,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,9,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,10,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,11,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,12,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,13,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,14,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,15,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,16,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,17,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,18,0.898333,0.101667,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,19,0.889667,0.110333,4,0
resnet20,4,pbs,checksum,1.0,0.5,8,32,20,20,0.898333,0.101667,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,1,0.896667,0.103333,6,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,2,0.904,0.096,6,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,3,0.903,0.097,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,4,0.904,0.096,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,5,0.903,0.097,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,6,0.904,0.096,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,7,0.903,0.097,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,8,0.904,0.096,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,9,0.903,0.097,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,10,0.904,0.096,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,11,0.903,0.097,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,12,0.904,0.096,4,0
resnet20,5,pbs,checksum,1.0,0.5,8,32,20,13,0.903,0.097,4,0
